0.000000000000000000e+00,6.576749049302384265e+01,2.230082149262044311e+02
0.000000000000000000e+00,2.496822992105133210e+01,9.541028143577284482e+01
0.000000000000000000e+00,4.204010829782995273e+01,1.635604437830122038e+02
0.000000000000000000e+00,3.732830690380295380e+01,8.770899315592211565e+01
0.000000000000000000e+00,5.284032731735305077e+01,1.424785173793837032e+02
0.000000000000000000e+00,4.228388362701818437e+01,1.313082675420417900e+02
0.000000000000000000e+00,2.687443177648704307e+01,6.033108240223513263e+01
0.000000000000000000e+00,5.722963818810197267e+01,2.665737863949464099e+02
0.000000000000000000e+00,6.894827909558163981e+01,1.504004530323222468e+02
0.000000000000000000e+00,2.725763972649413702e+01,8.343597517514898243e+01
0.000000000000000000e+00,5.660427463339058818e+01,1.558299093056662628e+02
0.000000000000000000e+00,4.331356864458025768e+01,1.987265840744588559e+02
0.000000000000000000e+00,5.939623722972540776e+01,2.561843212346204837e+02
0.000000000000000000e+00,4.994110492878519381e+01,1.258389598193451206e+02
0.000000000000000000e+00,6.509594741015682473e+01,2.100236687860076472e+02
0.000000000000000000e+00,6.587178688188399178e+01,1.439002919117430110e+02
0.000000000000000000e+00,5.321779145072839867e+01,1.217690598093314520e+02
0.000000000000000000e+00,6.825011774074782522e+01,2.109688182766643365e+02
0.000000000000000000e+00,3.525826896947817346e+01,7.687047238463605936e+01
0.000000000000000000e+00,6.709378194353926972e+01,1.648281829403015593e+02
0.000000000000000000e+00,5.659486794062903670e+01,1.258447865362155937e+02
0.000000000000000000e+00,6.173422580560286121e+01,2.328619817779669461e+02
0.000000000000000000e+00,2.804445564008636893e+01,1.034633792770170402e+02
0.000000000000000000e+00,2.384916794120531236e+01,7.839728386457767328e+01
0.000000000000000000e+00,4.201148700735377872e+01,1.511256359570447216e+02
0.000000000000000000e+00,3.575466551386969627e+01,6.732981005856802881e+01
0.000000000000000000e+00,4.512665089406607422e+01,1.956999729530146510e+02
0.000000000000000000e+00,3.082177959163672654e+01,1.353036570541058836e+02
0.000000000000000000e+00,6.740426550570812481e+01,2.072221681382902716e+02
0.000000000000000000e+00,4.244667129911604775e+01,8.715620638648456975e+01
0.000000000000000000e+00,5.027559207673529329e+01,1.842277838692866965e+02
0.000000000000000000e+00,5.528058286590010795e+01,1.889837171533679623e+02
0.000000000000000000e+00,5.956279505080617298e+01,1.944384342216531820e+02
0.000000000000000000e+00,2.860057989863962291e+01,9.407286954339673457e+01
0.000000000000000000e+00,5.855602786374720381e+01,1.242503571681895949e+02
0.000000000000000000e+00,3.305245691404367392e+01,1.609751853297661910e+02
0.000000000000000000e+00,5.586267108046465069e+01,1.904723689428206796e+02
0.000000000000000000e+00,2.601973480860690202e+01,9.447941386756174609e+01
0.000000000000000000e+00,5.158997977300849413e+01,1.506155400899392305e+02
0.000000000000000000e+00,2.206726887718835073e+01,4.162364729662144214e+01
0.000000000000000000e+00,2.391285006729569673e+01,8.930698208596587051e+01
0.000000000000000000e+00,3.831834449520044927e+01,1.149315945370541954e+02
0.000000000000000000e+00,4.114991661519423616e+01,1.090705092084873797e+02
0.000000000000000000e+00,2.719392832079203259e+01,1.370157404158655083e+02
0.000000000000000000e+00,3.631181412348212234e+01,1.038960225639561514e+02
0.000000000000000000e+00,6.730357599055426476e+01,2.257515260326513555e+02
0.000000000000000000e+00,2.511276578346376454e+01,-2.597528298409221748e+01
0.000000000000000000e+00,4.416622427293667386e+01,1.870806327513039093e+02
0.000000000000000000e+00,3.884214716599197459e+01,9.560495796310243577e+01
0.000000000000000000e+00,4.622622515197994630e+01,1.408633522497226522e+02
1.000000000000000000e+00,7.128240315484828216e+01,3.536802793844091184e+02
1.000000000000000000e+00,9.929408714356098642e+01,4.265005241242343459e+02
1.000000000000000000e+00,7.724659711895870373e+01,3.900159363411148092e+02
1.000000000000000000e+00,8.322157001938984422e+01,4.113239910243600548e+02
1.000000000000000000e+00,7.981842293279879641e+01,3.838499934582786182e+02
1.000000000000000000e+00,5.689143577765341320e+01,4.215815103663883860e+02
1.000000000000000000e+00,6.151537412647002157e+01,3.486854919027667847e+02
1.000000000000000000e+00,7.796997819485252990e+01,3.674240472966952211e+02
1.000000000000000000e+00,5.078370172769722757e+01,3.004545485592277032e+02
1.000000000000000000e+00,8.200841266510381899e+01,4.422695315008328976e+02
1.000000000000000000e+00,6.577270322003690239e+01,3.463928394704055904e+02
1.000000000000000000e+00,8.551785539907989175e+01,3.519723354078143984e+02
1.000000000000000000e+00,7.408904504673041913e+01,3.766907923233387692e+02
1.000000000000000000e+00,6.983669167305507131e+01,4.250980418804676333e+02
1.000000000000000000e+00,9.338994102608373282e+01,3.908691410860539008e+02
1.000000000000000000e+00,7.574436745749858346e+01,4.057153499815074156e+02
1.000000000000000000e+00,9.461473536080423230e+01,4.125140347739068147e+02
1.000000000000000000e+00,7.285771846899686466e+01,4.105703929891232065e+02
1.000000000000000000e+00,9.768458244037140048e+01,4.739057984715969951e+02
1.000000000000000000e+00,8.817017497504863854e+01,3.950344021409856623e+02
1.000000000000000000e+00,9.779769045258284166e+01,3.838369601022103552e+02
1.000000000000000000e+00,6.044548004920281414e+01,3.627489309197461580e+02
1.000000000000000000e+00,8.085569393455747900e+01,3.805694664958883209e+02
1.000000000000000000e+00,5.848255508776320966e+01,3.643789759778226767e+02
1.000000000000000000e+00,8.070305373011944994e+01,4.570941281138086083e+02
1.000000000000000000e+00,6.632780302368090020e+01,3.405368311548583051e+02
1.000000000000000000e+00,5.413458449522993732e+01,3.437115314220405935e+02
1.000000000000000000e+00,7.902548005876512605e+01,4.376979393303505503e+02
1.000000000000000000e+00,7.514169906996507109e+01,4.216165573630599397e+02
1.000000000000000000e+00,9.012807091932623393e+01,4.826960563676735774e+02
1.000000000000000000e+00,9.665989662781460368e+01,3.944595132417121022e+02
1.000000000000000000e+00,7.897950616326532725e+01,4.267191625943628424e+02
1.000000000000000000e+00,5.687421859077898034e+01,3.477431248205900260e+02
1.000000000000000000e+00,9.724659897086172577e+01,4.629753769656754230e+02
1.000000000000000000e+00,6.554819181393551730e+01,3.594354921597207522e+02
1.000000000000000000e+00,5.420581694378032012e+01,3.448656911878543383e+02
1.000000000000000000e+00,9.994580370316751328e+01,3.897558451173899243e+02
1.000000000000000000e+00,6.685675113838988182e+01,3.245384830092581865e+02
1.000000000000000000e+00,9.038285846625188924e+01,4.603750825137157676e+02
1.000000000000000000e+00,8.209540454840518464e+01,4.325319981405597787e+02
1.000000000000000000e+00,5.392456382634952661e+01,3.095479812413877880e+02
1.000000000000000000e+00,5.596903947862418960e+01,4.066402771130526617e+02
1.000000000000000000e+00,8.475915063967968877e+01,4.248552170959188743e+02
1.000000000000000000e+00,7.350059402625439020e+01,3.322847480439235710e+02
1.000000000000000000e+00,5.995649774189698888e+01,3.717325579229067216e+02
1.000000000000000000e+00,8.839387436542875776e+01,4.019138709647385781e+02
1.000000000000000000e+00,9.837879788124305946e+01,4.609871641094500205e+02
1.000000000000000000e+00,9.644041802022081811e+01,4.067697633447568251e+02
1.000000000000000000e+00,9.177042779818478380e+01,4.083194521544845657e+02
1.000000000000000000e+00,6.330252829160451711e+01,3.431914512204697871e+02
