7.742374999907042	0
8.832999999867752	1
9.921957999722508	2
11.036042000341695	3
12.044957999933104	4
12.99062500038417	5
13.940917000581976	6
14.887583000017912	7
15.839124999729393	8
16.788417000498157	9
17.741749999913736	10
18.68933300011122	11
19.637833000160754	12
20.580417000019224	13
21.523667000110436	14
22.462542000539543	15
23.40616699984821	16
24.344208000002254	17
31.288541999856534	18
32.22650000043359	19
33.17525000056776	20
34.12091700010933	21
35.06470899992564	22
35.99854200001573	23
36.938875000487315	24
37.87941700011288	25
38.82037499988655	26
39.7609999999986	27
40.70837500057678	28
41.64829199999076	29
42.58912499972212	30
43.53087500021502	31
44.47400000026391	32
45.41437500029133	33
46.35783400044602	34
47.29837500053691	35
48.238041999866255	36
49.1779169997244	37
56.11987500014948	38
57.06179200024053	39
57.99708399990777	40
58.93491700044251	41
59.87854199975118	42
60.824125000181084	43
61.76658399999724	44
62.70379200032039	45
63.64741700053855	46
64.59462499969959	47
65.54400000004534	48
66.48758400024235	49
67.44229200012342	50
68.38858399987657	51
69.33445899994695	52
70.2817920000598	53
71.23112499994022	54
72.17016699996748	55
73.11329200001637	56
74.05120900057227	57
74.9867920003453	58
81.93141700030537	59
82.87145899976167	60
83.81145900057163	61
84.75262499996461	62
85.69420900039404	63
86.63725000042177	64
87.57804200013197	65
88.51891700032866	66
89.45937499993306	67
90.40404200004559	68
91.34391699990374	69
92.28504200018506	70
93.22799999972631	71
94.16845899977488	72
95.10891700028878	73
96.05233399997815	74
96.98500000013155	75
97.93029200045567	76
98.87604200048372	77
99.81720900032087	78
106.75716700006888	79
107.69804200026556	80
108.63858399989113	81
109.57937500006665	82
110.52195899992512	83
111.46166700018512	84
112.39875000046595	85
113.34237499977462	86
114.2840000002252	87
115.22700000023178	88
116.16741699981503	89
117.10804199992708	90
118.04845900041983	91
118.98316699989664	92
119.92029199973331	93
125.85145899993222	94
126.7933750004886	95
127.75033399975655	96
128.69087499984744	97
129.6342089999598	98
130.58204200024193	99
