2.000000	1.243620
2.250000	1.881423
2.500000	2.231347
2.750000	2.239978
3.000000	1.992753
3.250000	2.006581
3.500000	2.108016
3.750000	2.129253
4.000000	2.100922
4.250000	2.150026
4.500000	2.208971
4.750000	2.220513
5.000000	2.242708
5.250000	2.257778
5.500000	2.274194
5.750000	2.299391
6.000000	2.286398
6.250000	2.306855
6.500000	2.297991
6.750000	2.318922
7.000000	2.310497
7.250000	1.851875
7.500000	1.705915
7.750000	1.667606
8.000000	1.569468
8.250000	1.564748
8.500000	1.555465
8.750000	1.553445
9.000000	1.554736
9.250000	1.549774
9.500000	1.555102
9.750000	1.537398
10.000000	1.557718
10.250000	1.532251
10.500000	1.550655
10.750000	1.518528
11.000000	1.529139
11.250000	1.547165
11.500000	1.549041
11.750000	1.546747
12.000000	1.525022
12.250000	1.513932
12.500000	1.477477
12.750000	1.485282
13.000000	1.334606
13.250000	1.237904
13.500000	1.112307
13.750000	0.887255
14.000000	0.508945
14.250000	0.408048
14.500000	0.392402
14.750000	0.366375
15.000000	0.393747
15.250000	0.369258
15.500000	0.395515
15.750000	0.369640
16.000000	0.372931
